node_id,name,ytag,pdu,backplane,type,parent,status,site,property,serialno,model,ponumber,locroom,locrow,locarea,loccage,locrack,locside,locshelf,racksize,console,cport,bootbox,bport,bmodule,bplug,bootbox2,bport2,bmodule2,bplug2,netswitch (Manual),sport (Manual) (Auto-discovered),netswitch (Auto-discovered),sport (Auto-discovered),vlan,mac,manufacturer,osname,bornondate,atime,c_time,m_time,notes,validation_status,procurement_ticket
197907,a1.grp.re1.yahoo.com,1023610,,a,host,,active,re1,groups|US,3XMW3C1,PowerEdge 860,,0,10,A,7,26,a,4,1,konsole7-10-26.re1.yahoo.com,30004,konsole7-10-26.re1.yahoo.com,30045,0,23,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/4,27,00:15:c5:f5:51:37,Dell Computer Corporation,FreeBSD,1169862294,1232662404,2007-01-26 17:44:54,2009-01-22 14:13:24,,validated hosts,
9962,a1.grp.scd.yahoo.com,5675,,,host,,active,scd,groups|US,,TR440BXA,4193,0,14,E,0,7,a,34,2,konsole62.scd.yahoo.com,30009,konsole.nonexistent,30045,0,1,,0,0,0,,0,,,,00:90:27:73:86:c5,Intel,FreeBSD,1019620479,1232662394,2002-04-23 20:54:39,2009-01-22 14:13:14,,validated hosts,
412641,a1.grp.sp2.yahoo.com,475585,,1-prd,host,cabinet-3-a4-34.ops.sp2.yahoo.com,active,sp2,groups|US,SPIOY1918013036,8G26Y,,3,4,A,0,34,a,28,1,konsole1-3-a4-34.ops.sp2.yahoo.com,30028,konsole1-3-a4-34.ops.sp2.yahoo.com,30046,,7,,,,,rsw47-1-prd.sp2.yahoo.com,28,rsw47-1-prd.sp2.yahoo.com,Gi1/28,124,00:30:48:d3:7b:9c,SuperMicro,FreeBSD,1230591806,1237647103,2008-12-29 15:03:26,2009-03-21 07:51:43,,validated hosts,1-713569161
197898,a10.grp.re1.yahoo.com,1023238,,a,host,,active,re1,groups|US,G62T2C1,PowerEdge 860,,0,10,A,7,26,a,13,1,konsole7-10-26.re1.yahoo.com,30013,konsole7-10-26.re1.yahoo.com,30046,0,19,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/13,27,00:15:c5:f5:38:23,Dell Computer Corporation,FreeBSD,1169862293,1232662404,2007-01-26 17:44:53,2009-01-22 14:13:24,,validated hosts,
115286,a10.grp.scd.yahoo.com,133647,,a,host,,active,scd,groups|US,39hjq81,PowerEdge SC1425,,0,13,E,0,5,a,4,1,konsole122.scd.yahoo.com,30021,konsole18.scd.yahoo.com,30046,0,5,,0,0,0,,0,,,,00:14:22:73:11:5b,Dell Computer Corporation,FreeBSD,1139040705,1232662394,2006-02-04 00:11:45,2009-01-22 14:13:14,,validated hosts,
197897,a11.grp.re1.yahoo.com,1023236,,a,host,,active,re1,groups|US,B62T2C1,PowerEdge 860,,0,10,A,7,26,a,14,1,konsole7-10-26.re1.yahoo.com,30014,konsole7-10-26.re1.yahoo.com,30045,0,18,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/14,27,00:15:c5:f5:38:5f,Dell Computer Corporation,FreeBSD,1169862293,1232662404,2007-01-26 17:44:53,2009-01-22 14:13:24,,validated hosts,
115287,a11.grp.scd.yahoo.com,133727,,a,host,,active,scd,groups|US,5jljq81,PowerEdge SC1425,,0,13,E,0,5,a,3,1,konsole122.scd.yahoo.com,30022,konsole18.scd.yahoo.com,30046,0,4,,0,0,0,,0,,,,00:14:22:73:38:22,Dell Computer Corporation,FreeBSD,1139040705,1232662394,2006-02-04 00:11:45,2009-01-22 14:13:14,,validated hosts,
463850,a114.grp.sp2.yahoo.com,1023502,,1-prd,host,,active,sp2,groups|US,D74R3C1,PowerEdge 850,,3,14,A,0,15,a,18,1,konsole1-3-a14-15.ops.sp2.yahoo.com,30018,konsole1-3-a14-15.ops.sp2.yahoo.com,30047,,13,,,,,rsw62-1-prd.sp2.yahoo.com,18,,,,00:15:C5:F5:56:A4,Dell Computer Corporation,FreeBSD,1238024708,1238078398,2009-03-25 16:45:08,2009-03-26 07:39:58,,validated hosts,
197896,a12.grp.re1.yahoo.com,1023235,,a,host,,active,re1,groups|US,762T2C1,PowerEdge 860,,0,10,A,7,26,a,15,1,konsole7-10-26.re1.yahoo.com,30015,konsole7-10-26.re1.yahoo.com,30046,0,18,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/15,27,00:15:c5:f5:34:99,Dell Computer Corporation,FreeBSD,1169862293,1232662404,2007-01-26 17:44:53,2009-01-22 14:13:24,,validated hosts,
115288,a12.grp.scd.yahoo.com,133542,,a,host,,active,scd,groups|US,49hjq81,PowerEdge SC1425,,0,13,E,0,5,a,2,1,konsole122.scd.yahoo.com,30023,konsole18.scd.yahoo.com,30046,0,3,,0,0,0,,0,,,,00:14:22:73:29:0a,Dell Computer Corporation,FreeBSD,1139040705,1232662394,2006-02-04 00:11:45,2009-01-22 14:13:14,,validated hosts,
223688,a13.grp.re1.yahoo.com,1026809,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,4TVZ9C1,PowerEdge 860,84989,0,11,0,7,22,a,18,1,konsole7-11-22.re1.yahoo.com,30018,konsole7-11-22.re1.yahoo.com,30045,0,17,,0,0,0,,0,c3560-a90.re1.yahoo.com,Gi0/18,27,00:15:C5:FB:54:46,Dell Computer Corporation,FreeBSD,1180188841,1234755854,2007-05-26 07:14:01,2009-02-15 19:44:14,,validated hosts,
86123,a13.grp.scd.yahoo.com,120897,,a,host,,active,scd,groups|US,9K6HZ71,PowerEdge SC1425,,0,13,E,0,1,a,24,1,konsole60.scd.yahoo.com,30040,konsole60.scd.yahoo.com,30048,0,14,,0,0,0,,0,,,,00:14:22:09:9a:69,Dell Computer Corporation,FreeBSD,1123675943,1232662394,2005-08-10 05:12:23,2009-01-22 14:13:14,,validated hosts,
223710,a14.grp.re1.yahoo.com,1024020,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,C7QJ9C1,PowerEdge 860,84989,0,11,0,7,22,a,17,1,konsole7-11-21.re1.yahoo.com,30017,konsole7-11-21.re1.yahoo.com,30046,0,18,,0,0,0,,0,c3560-a89.re1.yahoo.com,Gi0/17,27,00:15:C5:F5:83:C2,Dell Computer Corporation,FreeBSD,1180188843,1234755855,2007-05-26 07:14:03,2009-02-15 19:44:15,,validated hosts,
86124,a14.grp.scd.yahoo.com,119673,,a,host,,active,scd,groups|US,5CV7Z71,PowerEdge SC1425,,0,13,E,0,1,a,25,1,konsole60.scd.yahoo.com,30038,konsole60.scd.yahoo.com,30048,0,15,,0,0,0,,0,,,,00:14:22:09:91:09,Dell Computer Corporation,FreeBSD,1123675943,1232662394,2005-08-10 05:12:23,2009-01-22 14:13:14,,validated hosts,
223687,a15.grp.re1.yahoo.com,1026877,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,32C2BC1,PowerEdge 860,84989,0,11,0,7,22,a,19,1,konsole7-11-22.re1.yahoo.com,30019,konsole7-11-22.re1.yahoo.com,30046,0,17,,0,0,0,,0,c3560-a90.re1.yahoo.com,Gi0/19,27,00:15:C5:FB:51:43,Dell Computer Corporation,FreeBSD,1180188841,1234755854,2007-05-26 07:14:01,2009-02-15 19:44:14,,validated hosts,
86130,a15.grp.scd.yahoo.com,119693,,a,host,,active,scd,groups|US,7CV7Z71,PowerEdge SC1425,,0,13,E,0,1,a,26,1,konsole60.scd.yahoo.com,30035,konsole60.scd.yahoo.com,30048,0,16,,0,0,0,,0,,,,00:14:22:09:8b:e1,Dell Computer Corporation,FreeBSD,1123684781,1232662394,2005-08-10 07:39:41,2009-01-22 14:13:14,,validated hosts,
225695,a16.grp.re1.yahoo.com,1024031,,a,host,,active,re1,groups|US,68QJ9C1,PowerEdge 860,,0,11,A,7,21,a,18,1,konsole7-11-21.re1.yahoo.com,30018,konsole7-11-21.re1.yahoo.com,30045,0,17,,0,0,0,,0,c3560-a89.re1.yahoo.com,Gi0/18,27,00:15:C5:F5:7B:4F,Dell Computer Corporation,FreeBSD,1181090986,1232662404,2007-06-05 17:49:46,2009-01-22 14:13:24,,validated hosts,
86125,a16.grp.scd.yahoo.com,104587,,a,host,,active,scd,groups|US,9TG0T71,PowerEdge SC1425,,0,13,E,0,1,a,27,1,konsole60.scd.yahoo.com,30037,konsole60.scd.yahoo.com,30048,0,17,,0,0,0,,0,,,,00:14:22:09:2a:ee,Dell Computer Corporation,FreeBSD,1123675944,1232662394,2005-08-10 05:12:24,2009-01-22 14:13:14,,validated hosts,
223692,a17.grp.re1.yahoo.com,1027279,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,76R9BC1,PowerEdge 860,84989,0,11,0,7,22,a,14,1,konsole7-11-22.re1.yahoo.com,30014,konsole7-11-22.re1.yahoo.com,30045,0,19,,0,0,0,,0,c3560-a90.re1.yahoo.com,Gi0/14,27,00:15:C5:F4:C7:28,Dell Computer Corporation,FreeBSD,1180188842,1234755855,2007-05-26 07:14:02,2009-02-15 19:44:15,,validated hosts,
86126,a17.grp.scd.yahoo.com,104769,,a,host,,active,scd,groups|US,7TG0T71,PowerEdge SC1425,,0,13,E,0,1,a,28,1,konsole60.scd.yahoo.com,30039,konsole60.scd.yahoo.com,30048,0,18,,0,0,0,,0,,,,00:14:22:09:2e:09,Dell Computer Corporation,FreeBSD,1123675944,1232662394,2005-08-10 05:12:24,2009-01-22 14:13:14,,unvalidated nodes,
223714,a18.grp.re1.yahoo.com,1024029,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,48QJ9C1,PowerEdge 860,84989,0,11,0,7,22,a,13,1,konsole7-11-21.re1.yahoo.com,30013,konsole7-11-21.re1.yahoo.com,30046,0,20,,0,0,0,,0,c3560-a89.re1.yahoo.com,Gi0/13,27,00:15:C5:F5:7F:F9,Dell Computer Corporation,FreeBSD,1180188844,1234755855,2007-05-26 07:14:04,2009-02-15 19:44:15,,validated hosts,
29864,a18.grp.scd.yahoo.com,39824,,a,host,,active,scd,groups|US,m00akvj81j,ProLiant DL320 G2,,0,14,E,0,10,a,29,1,konsole61.scd.yahoo.com,30010,konsole61.scd.yahoo.com,30047,0,9,,0,0,0,,0,,,,00:0b:cd:ca:0d:94,HP,FreeBSD,1069204219,1239105016,2003-11-18 17:10:19,2009-04-07 04:50:16,,validated hosts,
223691,a19.grp.re1.yahoo.com,1026811,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,2TVZ9C1,PowerEdge 860,84989,0,11,0,7,22,a,15,1,konsole7-11-22.re1.yahoo.com,30015,konsole7-11-22.re1.yahoo.com,30046,0,19,,0,0,0,,0,c3560-a90.re1.yahoo.com,Gi0/15,27,00:15:C5:FB:50:A7,Dell Computer Corporation,FreeBSD,1180188842,1234755855,2007-05-26 07:14:02,2009-02-15 19:44:15,,validated hosts,
32678,a19.grp.scd.yahoo.com,55515,,a,host,,active,scd,groups|US,M035MF6622,ProLiant DL140,,0,14,E,0,8,a,43,1,konsole19.scd.yahoo.com,30017,konsole62.scd.yahoo.com,30048,0,18,,0,0,0,,0,,,,00:0b:cd:ce:3d:57,HP,FreeBSD,1077441677,1237863873,2004-02-22 01:21:17,2009-03-23 20:04:33,,validated hosts,
197906,a2.grp.re1.yahoo.com,1023157,,a,host,,active,re1,groups|US,BKHS2C1,PowerEdge 860,,0,10,A,7,26,a,5,1,konsole7-10-26.re1.yahoo.com,30005,konsole7-10-26.re1.yahoo.com,30046,0,23,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/5,27,00:15:c5:f5:3e:89,Dell Computer Corporation,FreeBSD,1169862294,1232662404,2007-01-26 17:44:54,2009-01-22 14:13:24,,validated hosts,
102209,a2.grp.scd.yahoo.com,133631,,a,host,,active,scd,groups|US,G2C9Q81,PowerEdge SC1425,,0,14,E,0,10,a,16,1,konsole61.scd.yahoo.com,30020,konsole61.scd.yahoo.com,30048,0,4,,0,0,0,,0,,,,00:14:22:73:3c:06,Dell Computer Corporation,FreeBSD,1133366848,1232662394,2005-11-30 08:07:28,2009-01-22 14:13:14,,validated hosts,
412640,a2.grp.sp2.yahoo.com,475704,,1-prd,host,cabinet-3-a4-34.ops.sp2.yahoo.com,active,sp2,groups|US,SPIOY1918012984,8G26Y,,3,4,A,0,34,a,29,1,konsole1-3-a4-34.ops.sp2.yahoo.com,30029,konsole1-3-a4-34.ops.sp2.yahoo.com,30047,,7,,,,,rsw47-1-prd.sp2.yahoo.com,29,rsw47-1-prd.sp2.yahoo.com,Gi1/29,124,00:30:48:d3:65:a4,SuperMicro,FreeBSD,1230591806,1237992816,2008-12-29 15:03:26,2009-03-25 07:53:36,,validated hosts,1-713569161
225694,a20.grp.re1.yahoo.com,186356,,a,host,,active,re1,groups|US,58QJ9C1,PowerEdge 860,,0,11,A,7,21,a,14,1,konsole7-11-21.re1.yahoo.com,30014,konsole7-11-21.re1.yahoo.com,30045,0,19,,0,0,0,,0,c3560-a89.re1.yahoo.com,Gi0/14,27,00:15:C5:F5:78:07,Dell Computer Corporation,FreeBSD,1181090985,1232662404,2007-06-05 17:49:45,2009-01-22 14:13:24,,validated hosts,
32679,a20.grp.scd.yahoo.com,55556,,a,host,,active,scd,groups|US,M06SMF6622,ProLiant DL140,,0,14,E,0,7,a,43,1,konsole19.scd.yahoo.com,30018,konsole62.scd.yahoo.com,30045,0,19,,0,0,0,,0,,,,00:0e:7f:30:86:7e,HP,FreeBSD,1077441677,1210842090,2004-02-22 01:21:17,2008-05-15 02:01:30,,validated hosts,
223690,a21.grp.re1.yahoo.com,1026876,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,12C2BC1,PowerEdge 860,84989,0,11,0,7,22,a,16,1,konsole7-11-22.re1.yahoo.com,30016,konsole7-11-22.re1.yahoo.com,30045,0,18,,0,0,0,,0,c3560-a90.re1.yahoo.com,Gi0/16,27,00:15:C5:FB:56:02,Dell Computer Corporation,FreeBSD,1180188841,1234755854,2007-05-26 07:14:01,2009-02-15 19:44:14,,validated hosts,
55085,a21.grp.scd.yahoo.com,61719,,a,host,,active,scd,groups|US,,ProLiant DL140,,0,3,A,0,6,a,6,1,konsole268.scd.yahoo.com,30019,konsole268.scd.yahoo.com,30002,0,6,,0,0,0,,0,,,,00:12:79:3a:22:e5,HP,FreeBSD,1100872761,1232662394,2004-11-19 05:59:21,2009-01-22 14:13:14,,validated hosts,
223712,a22.grp.re1.yahoo.com,1024022,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,F7QJ9C1,PowerEdge 860,84989,0,11,0,7,22,a,15,1,konsole7-11-21.re1.yahoo.com,30015,konsole7-11-21.re1.yahoo.com,30046,0,19,,0,0,0,,0,c3560-a89.re1.yahoo.com,Gi0/15,27,00:15:C5:F5:83:86,Dell Computer Corporation,FreeBSD,1180188843,1234755855,2007-05-26 07:14:03,2009-02-15 19:44:15,,validated hosts,
55086,a22.grp.scd.yahoo.com,76743,,a,host,,active,scd,groups|US,,ProLiant DL140,,0,3,A,0,6,a,13,1,konsole268.scd.yahoo.com,30034,konsole268.scd.yahoo.com,30002,0,7,,0,0,0,,0,,,,00:12:79:3a:62:57,HP,FreeBSD,1100872776,1232662394,2004-11-19 05:59:36,2009-01-22 14:13:14,,validated hosts,
223689,a23.grp.re1.yahoo.com,1026807,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,6TVZ9C1,PowerEdge 860,84989,0,11,0,7,22,a,17,1,konsole7-11-22.re1.yahoo.com,30017,konsole7-11-22.re1.yahoo.com,30046,0,18,,0,0,0,,0,c3560-a90.re1.yahoo.com,Gi0/17,27,00:15:C5:FB:53:DD,Dell Computer Corporation,FreeBSD,1180188841,1234755854,2007-05-26 07:14:01,2009-02-15 19:44:14,,validated hosts,
55087,a23.grp.scd.yahoo.com,76747,,a,host,,active,scd,groups|US,,ProLiant DL140,,0,3,A,0,6,a,14,1,konsole268.scd.yahoo.com,30035,konsole268.scd.yahoo.com,30002,0,15,,0,0,0,,0,,,,00:12:79:3a:22:1f,HP,FreeBSD,1100872776,1232662394,2004-11-19 05:59:36,2009-01-22 14:13:14,,validated hosts,
223711,a24.grp.re1.yahoo.com,1024028,,a,host,Cabinet-273602.ops.re1.yahoo.com,active,re1,groups|US,38QJ9C1,PowerEdge 860,84989,0,11,0,7,22,a,16,1,konsole7-11-21.re1.yahoo.com,30016,konsole7-11-21.re1.yahoo.com,30045,0,18,,0,0,0,,0,c3560-a89.re1.yahoo.com,Gi0/16,27,00:15:C5:F5:7E:10,Dell Computer Corporation,FreeBSD,1180188843,1234755855,2007-05-26 07:14:03,2009-02-15 19:44:15,,validated hosts,
55088,a24.grp.scd.yahoo.com,76728,,a,host,,active,scd,groups|US,,ProLiant DL140,,0,3,A,0,6,a,15,1,konsole268.scd.yahoo.com,30036,konsole268.scd.yahoo.com,30002,0,11,,0,0,0,,0,,,,00:12:79:3a:12:fb,HP,FreeBSD,1100872777,1232662394,2004-11-19 05:59:37,2009-01-22 14:13:14,,validated hosts,
197905,a3.grp.re1.yahoo.com,1021673,,a,host,,active,re1,groups|US,8m9h1c1,PowerEdge 860,,0,10,A,7,26,a,6,1,konsole7-10-26.re1.yahoo.com,30006,konsole7-10-26.re1.yahoo.com,30045,0,22,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/6,27,00:15:c5:f5:02:c4|00:15:c5:f5:02:c5,Dell Computer Corporation,FreeBSD,1169862294,1232662404,2007-01-26 17:44:54,2009-01-22 14:13:24,,validated hosts,
102210,a3.grp.scd.yahoo.com,131920,,a,host,,active,scd,groups|US,1ZFJQ81,PowerEdge SC1425,,0,14,E,0,10,a,17,1,konsole61.scd.yahoo.com,30044,konsole61.scd.yahoo.com,30048,0,5,,0,0,0,,0,,,,00:14:22:73:15:45,Dell Computer Corporation,FreeBSD,1133366848,1232662394,2005-11-30 08:07:28,2009-01-22 14:13:14,,validated hosts,
412639,a3.grp.sp2.yahoo.com,474881,,1-prd,host,cabinet-3-a4-34.ops.sp2.yahoo.com,active,sp2,groups|US,SPIOY1918013436,8G26Y,,3,5,A,0,29,a,32,1,konsole1-3-a5-29.ops.sp2.yahoo.com,30032,konsole1-3-a5-29.ops.sp2.yahoo.com,30046,,5,,,,,rsw33-1-prd.sp2.yahoo.com,32,rsw33-1-prd.sp2.yahoo.com,Gi1/32,124,00:30:48:D3:7A:AA,SuperMicro,FreeBSD,1230591806,1237992816,2008-12-29 15:03:26,2009-03-25 07:53:36,,validated hosts,1-713569161
197904,a4.grp.re1.yahoo.com,1023185,,a,host,,active,re1,groups|US,18MS2C1,PowerEdge 860,,0,10,A,7,26,a,7,1,konsole7-10-26.re1.yahoo.com,30007,konsole7-10-26.re1.yahoo.com,30046,0,22,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/7,27,00:15:c5:f5:43:b7,Dell Computer Corporation,FreeBSD,1169862294,1232662404,2007-01-26 17:44:54,2009-01-22 14:13:24,,validated hosts,
102211,a4.grp.scd.yahoo.com,131597,,a,host,,active,scd,groups|US,J5SJQ81,PowerEdge SC1425,,0,14,E,0,10,a,18,1,konsole61.scd.yahoo.com,30043,konsole61.scd.yahoo.com,30048,0,6,,0,0,0,,0,,,,00:14:22:73:28:d1,Dell Computer Corporation,FreeBSD,1133366848,1232662394,2005-11-30 08:07:28,2009-01-22 14:13:14,,validated hosts,
412638,a4.grp.sp2.yahoo.com,474825,,1-prd,host,cabinet-3-a4-34.ops.sp2.yahoo.com,active,sp2,groups|US,SPIOY1918013392,8G26Y,,3,5,A,0,29,a,36,1,konsole1-3-a5-29.ops.sp2.yahoo.com,30036,konsole1-3-a5-29.ops.sp2.yahoo.com,30047,,5,,,,,rsw33-1-prd.sp2.yahoo.com,36,rsw33-1-prd.sp2.yahoo.com,Gi1/36,124,00:30:48:d3:79:d6,SuperMicro,FreeBSD,1230591805,1237932812,2008-12-29 15:03:25,2009-03-24 15:13:32,,validated hosts,1-713569161
197903,a5.grp.re1.yahoo.com,1023186,,a,host,,active,re1,groups|US,78MS2C1,PowerEdge 860,,0,10,A,7,26,a,8,1,konsole7-10-26.re1.yahoo.com,30008,konsole7-10-26.re1.yahoo.com,30045,0,21,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/8,27,00:15:c5:f5:41:7d,Dell Computer Corporation,FreeBSD,1169862294,1232662404,2007-01-26 17:44:54,2009-01-22 14:13:24,,validated hosts,
102212,a5.grp.scd.yahoo.com,131135,,a,host,,active,scd,groups|US,G5SJQ81,PowerEdge SC1425,,0,14,E,0,10,a,19,1,konsole61.scd.yahoo.com,30015,konsole61.scd.yahoo.com,30024,0,4,,0,0,0,,0,,,,00:14:22:73:2a:f3,Dell Computer Corporation,FreeBSD,1133366848,1232662394,2005-11-30 08:07:28,2009-01-22 14:13:14,,validated hosts,
412637,a5.grp.sp2.yahoo.com,474808,,1-prd,host,cabinet-3-a4-34.ops.sp2.yahoo.com,active,sp2,groups|US,SPIOY1918013472,8G26Y,,3,7,A,0,5,a,22,1,konsole1-3-a7-05.ops.sp2.yahoo.com,30022,konsole1-3-a7-05.ops.sp2.yahoo.com,30046,,10,,,,,rsw1-1-prd.sp2.yahoo.com,22,rsw1-1-prd.sp2.yahoo.com,Gi1/22,124,00:30:48:d3:7d:94,SuperMicro,FreeBSD,1230591805,1240014978,2008-12-29 15:03:25,2009-04-17 17:36:18,,validated hosts,1-713569161
197902,a6.grp.re1.yahoo.com,1023633,,a,host,,active,re1,groups|US,32NW3C1,PowerEdge 860,,0,10,A,7,26,a,9,1,konsole7-10-26.re1.yahoo.com,30009,konsole7-10-26.re1.yahoo.com,30046,0,21,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/9,27,00:15:c5:f5:35:4a,Dell Computer Corporation,FreeBSD,1169862294,1232662404,2007-01-26 17:44:54,2009-01-22 14:13:24,,validated hosts,
102213,a6.grp.scd.yahoo.com,123506,,a,host,,active,scd,groups|US,B47GJ81,PowerEdge SC1425,,0,14,E,0,10,a,20,1,konsole61.scd.yahoo.com,30014,konsole61.scd.yahoo.com,30024,0,5,,0,0,0,,0,,,,00:14:22:72:e0:76,Dell Computer Corporation,FreeBSD,1133366848,1232662394,2005-11-30 08:07:28,2009-01-22 14:13:14,,validated hosts,
412636,a6.grp.sp2.yahoo.com,474796,,1-prd,host,cabinet-3-a4-34.ops.sp2.yahoo.com,active,sp2,groups|US,SPIOY1918013449,8G26Y,,3,7,A,0,5,a,23,1,konsole1-3-a7-05.ops.sp2.yahoo.com,30023,konsole1-3-a7-05.ops.sp2.yahoo.com,30047,,10,,,,,rsw1-1-prd.sp2.yahoo.com,23,rsw1-1-prd.sp2.yahoo.com,Gi1/23,124,00:30:48:d3:7d:ee,SuperMicro,FreeBSD,1230591804,1240014978,2008-12-29 15:03:24,2009-04-17 17:36:18,,validated hosts,1-713569161
197901,a7.grp.re1.yahoo.com,1023183,,a,host,,active,re1,groups|US,97MS2C1,PowerEdge 860,,0,10,A,7,26,a,10,1,konsole7-10-26.re1.yahoo.com,30010,konsole7-10-26.re1.yahoo.com,30045,0,20,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/10,27,00:15:c5:f5:42:85,Dell Computer Corporation,FreeBSD,1169862294,1232662404,2007-01-26 17:44:54,2009-01-22 14:13:24,,validated hosts,
102214,a7.grp.scd.yahoo.com,133836,,a,host,,active,scd,groups|US,6K3RJ81,PowerEdge SC1425,,0,14,E,0,10,a,21,1,konsole61.scd.yahoo.com,30038,konsole61.scd.yahoo.com,30024,0,6,,0,0,0,,0,,,,00:14:22:73:14:97,Dell Computer Corporation,FreeBSD,1133366848,1232662394,2005-11-30 08:07:28,2009-01-22 14:13:14,,validated hosts,
446400,a7.grp.sp2.yahoo.com,475857,,,host,cabinet-3-a14-16.ops.sp2.yahoo.com,active,sp2,groups|US,spioy1918010071,8G26Y,,3,13,A,0,14,a,10,1,konsole1-3-a14-16.ops.sp2.yahoo.com,30010,konsole1-3-a14-16.ops.sp2.yahoo.com,30047,,17,,,,,rsw63-1-prd.sp2.yahoo.com,10,,,,00:30:48:D3:80:FA,SuperMicro,FreeBSD,1235588104,1237819980,2009-02-25 10:55:04,2009-03-23 07:53:00,,validated hosts,1-825848351
197900,a8.grp.re1.yahoo.com,1023184,,a,host,,active,re1,groups|US,D7MS2C1,PowerEdge 860,,0,10,A,7,26,a,11,1,konsole7-10-26.re1.yahoo.com,30011,konsole7-10-26.re1.yahoo.com,30046,0,20,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/11,27,00:15:c5:f5:43:5a,Dell Computer Corporation,FreeBSD,1169862294,1232662404,2007-01-26 17:44:54,2009-01-22 14:13:24,,validated hosts,
102215,a8.grp.scd.yahoo.com,123452,,a,host,,active,scd,groups|US,BJ2BJ81,PowerEdge SC1425,,0,14,E,0,10,a,22,1,konsole61.scd.yahoo.com,30016,konsole61.scd.yahoo.com,30024,0,11,,0,0,0,,0,,,,00:14:22:72:c2:9e,Dell Computer Corporation,FreeBSD,1133366848,1232662394,2005-11-30 08:07:28,2009-01-22 14:13:14,,validated hosts,
446401,a8.grp.sp2.yahoo.com,475832,,,host,cabinet-3-a13-14.ops.sp2.yahoo.com,active,sp2,groups|US,spioy1918010072,8G26Y,,3,13,A,0,13,a,10,1,konsole1-3-a13-14.ops.sp2.yahoo.com,30010,konsole1-3-a13-14.ops.sp2.yahoo.com,30047,,17,,,,,rsw60-1-prd.sp2.yahoo.com,10,,,,00:30:48:D3:81:70,SuperMicro,FreeBSD,1235588105,1237647164,2009-02-25 10:55:05,2009-03-21 07:52:44,,validated hosts,1-825848351
8992,a85.grp.scd.yahoo.com,15143,,a,host,,active,scd,groups|US,,TR440BXA,,0,14,E,0,9,a,31,1,konsole61.scd.yahoo.com,30028,konsole61.scd.yahoo.com,30046,0,13,,0,0,0,,0,,,,00:e0:81:01:80:01,Intel,FreeBSD,0,1210842181,1969-12-31 16:00:00,2008-05-15 02:03:01,,unvalidated nodes,
197899,a9.grp.re1.yahoo.com,1023237,,a,host,,active,re1,groups|US,D62T2C1,PowerEdge 860,,0,10,A,7,26,a,12,1,konsole7-10-26.re1.yahoo.com,30012,konsole7-10-26.re1.yahoo.com,30045,0,19,,0,0,0,,0,c3560-a74.re1.yahoo.com,Gi0/12,27,00:15:c5:f5:35:1a,Dell Computer Corporation,FreeBSD,1169862293,1232662404,2007-01-26 17:44:53,2009-01-22 14:13:24,,validated hosts,
102216,a9.grp.scd.yahoo.com,123486,,a,host,,active,scd,groups|US,2K2BJ81,PowerEdge SC1425,,0,14,E,0,10,a,23,1,konsole61.scd.yahoo.com,30034,konsole61.scd.yahoo.com,30024,0,12,,0,0,0,,0,,,,00:14:22:72:c2:35,Dell Computer Corporation,FreeBSD,1133366848,1232662394,2005-11-30 08:07:28,2009-01-22 14:13:14,,validated hosts,
41933,ac1.grp.scd.yahoo.com,60218,,a,host,,active,scd,groups|US,M01ZMF662N,ProLiant DL140,,0,14,E,0,9,a,33,1,konsole61.scd.yahoo.com,30009,konsole61.scd.yahoo.com,30045,0,14,,0,0,0,,0,,,,00:0f:20:7a:bc:9e,HP,FreeBSD,1086999183,1231332177,2004-06-11 17:13:03,2009-01-07 04:42:57,,validated hosts,
11592,ac2.grp.scd.yahoo.com,25032,,a,host,,active,scd,groups|US,6J26KCZ35001,ProLiant DL320,,0,14,E,0,9,a,21,1,konsole61.scd.yahoo.com,30042,konsole61.scd.yahoo.com,30045,0,9,,0,0,0,,0,,,,00:02:a5:ed:6e:9e,HP,FreeBSD,0,1210842133,1969-12-31 16:00:00,2008-05-15 02:02:13,,validated hosts,
